rank	count	BODY
1262=	1	Nest communally in soil, sometimes in aggregations, flower visiting records: <I>Acacia</I> Miller [Mimosaceae], <I>Allocasuarina</I> L.Johnson [Casuarinaceae], <I>Arctotheca</I> Wendl. [Asteraceae], <I>Asphodelus</I> L. [Liliaceae], <I>Atalaya</I> Blume [Sapindaceae], <I>Bursaria</I> Cav. [Pittosporaceae], <I>Cakile</I> Miller [Brassicaceae], <I>Calendula</I> L. [Asteraceae], <I>Calytrix</I> Lab. [Myrtaceae], <I>Carpobrotus</I> N.E. Br. [Aizoaceae], <I>Cassia</I> L. <I>s.lat.</I> [Caesalpiniaceae], <I>Chrysanthemum</I> L. [Asteraceae], <I>Convolvulus</I> L. [Convolvulaceae], <I>Coreopsis</I> L. [Asteraceae], <I>Dahlia</I> Cav. [Asteraceae], <I>Daviesia</I> Sm. [Fabaceae], <I>Dichopogon</I> Kunth [Liliaceae], <I>Dillwynia</I> Sm. [Fabaceae], <I>Diplotaxis</I> DC. [Brassicaceae], <I>Diuris</I> Sm. [Orchidaceae], <I>Echinops</I> L. [Asteraceae], <I>Eucalyptus</I> L'Hérit. [Myrtaceae], <I>Goodenia</I> Sm. [Goodeniaceae], <I>Grevillea</I> R.Br. ex J. Knight [Proteaceae], <I>Helichrysum</I> Miller <I>s.lat.</I> [Asteraceae], <I>Helipterum</I> DC. <I>s.lat.</I> [Asteraceae], <I>Hibbertia</I> Andrews [Dilleniaceae], <I>Hypochaeris</I> L. [Asteraceae], <I>Lavatera</I> L. [Malvaceae], <I>Leptospermum</I> Forster & G.Forster [Myrtaceae], <I>Medicago</I> L. [Fabaceae], <I>Melaleuca</I> L. [Myrtaceae], <I>Microseris</I> D. Don [Asteraceae], <I>Myoporum</I> G.Forster [Myoporaceae], <I>Orthrosanthus</I> Sweet [Iridaceae], <I>Oxalis</I> L. [Oxalidaceae], <I>Pachylepis</I> Brongn. [Cupressaceae], <I>Papaver</I> L. [Papaveraceae], <I>Persicaria</I> (L.) Miller [Polygonaceae], <I>Persoonia</I> Sm. [Proteaceae], <I>Pultenaea</I> Sm. [Fabaceae], <I>Ranunculus</I> L. [Ranunculaceae], <I>Rapistrum</I> Crantz [Brassicaceae], <I>Rubus</I> L. [Rosaceae], <I>Scabiosa</I> L. [Dipsacaceae], <I>Scaevola</I> L. [Goodeniaceae], <I>Schinus</I> L. [Anacardiaceae], <I>Senecio</I> L. [Asteraceae], <I>Taraxacum</I> G.Weber [Asteraceae], <I>Thelymitra</I> Forster & G.Forster [Orchidaceae], <I>Thymus</I> L. [Lamiaceae], <I>Veronica</I> L. [Scrophulariaceae], <I>Wahlenbergia</I> Roth [Campanulaceae], <I>Westringia</I> Sm. [Lamiaceae], <I>Xanthorrhoea</I> Sm. [Xanthorrhoeaceae].
1262=	1	Nest communally in soil.
1262=	1	Nest gregariously and communally in soil, flower visiting record: <I>Acacia</I> Miller [Mimosaceae], <I>Alphitonia</I> Reisseck ex Endl. [Rhamnaceae], <I>Amyema</I> Tieghem [Loranthaceae], <I>Angophora</I> Cav. [Myrtaceae], <I>Arctotheca</I> Wendl. [Asteraceae], <I>Atalaya</I> Blume [Sapindaceae], <I>Boronia</I> Sm. [Rutaceae], <I>Brachychiton</I> Schott & Endl. [Sterculiaceae], <I>Bursaria</I> Cav. [Pittosporaceae], <I>Calandrinia</I> Kunth [Portulacaceae], <I>Callistemon</I> R.Br. [Myrtaceae], <I>Calothamnus</I> Lab. [Myrtaceae], <I>Cassia</I> L. <I>s.lat.</I> [Caesalpiniaceae], <I>Daviesia</I> Sm. [Fabaceae], <I>Eucalyptus</I> L'Hérit. [Myrtaceae], <I>Frankenia</I> L. [Frankeniaceae], <I>Goodenia</I> Sm. [Goodeniaceae], <I>Hakea</I> Schrader [Proteaceae], <I>Helipterum</I> DC. <I>s.lat.</I> [Asteraceae], <I>Heterodendrum</I> Desf. [Sapindaceae], <I>Hibbertia</I> Andrews [Dilleniaceae], <I>Hypochaeris</I> L. [Asteraceae], <I>Jacksonia</I> Smith [Fabaceae], <I>Leptospermum</I> Forster & G.Forster [Myrtaceae], <I>Lomatia</I> R.Br. [Proteaceae], <I>Melaleuca</I> L. [Myrtaceae], <I>Morgania</I> R.Br. [Scrophulariaceae], <I>Persoonia</I> Sm. [Proteaceae], <I>Pimelea</I> Gaertner [Thymelaeaceae], <I>Pittosporum</I> Gaertner [Pittosporaceae], <I>Scaevola</I> L. [Goodeniaceae], <I>Swainsona</I> Salisb. [Fabaceae], <I>Terminalia</I> L. [Combretaceae], <I>Trachymene</I> Rudge [Apiaceae], <I>Veronica</I> L. [Scrophulariaceae], <I>Wahlenbergia</I> Roth [Campanulaceae].
1262=	1	Nest gregariously and communally in soil, flower visiting records: chrysanthemum, marguerites, <I>Goodenia</I> Sm. [Goodeniaceae], <I>Hypochaeris</I> L. [Asteraceae], <I>Kunzea</I> Reichb. [Myrtaceae], <I>Lobelia</I> L. [Campanulaceae], <I>Mesembryanthemum</I> L. [Aizoaceae], <I>Olearia</I> Moench [Asteraceae], <I>Veronica</I> L. [Scrophulariaceae].
1262=	1	Nest gregariously in bare, flat, hard, clay soil, flower visiting record: <I>Cassia</I> L. <I>s.lat.</I> [Caesalpiniaceae], <I>Eremophila</I> R.Br. [Myoporaceae], <I>Solanum</I> L. [Solanaceae] and <I>Trichodesma</I> R.Br. [Boraginaceae].
1262=	1	Nest gregariously in decomposing sandstone, flower visiting record: mango, tomatoes, <I>Hypochoeris</I> L. [Asteraceae], <I>Ipomoea</I> L. [Convolvulaceae], <I>Lantana</I> L. [Verbenaceae], <I>Persoonia</I> Sm. [Proteaceae], <I>Rosa</I> L. [Rosaceae].
1262=	1	Nest gregariously in ground
1262=	1	Nest gregariously in ground, flower visiting record: <I>Acacia</I> Miller [Mimosaceae], <I>Boronia</I> Sm. [Rutaceae], <I>Hibbertia</I> Andrews [Dilleniaceae], <I>Muehlenbeckia</I> Meissner [Polygonaceae].
1262=	1	Nest gregariously in ground, flower visiting record: <I>Aotus</I> Smith [Fabaceae], <I>Comesperma</I> Labill. [Polygalaceae], <I>Daviesia</I> Sm. [Fabaceae], <I>Dillwynia</I> Sm. [Fabaceae], <I>Hardenbergia</I> Benth. [Fabaceae], <I>Hovea</I> R.Br. [Fabaceae], <I>Leptospermum</I> Forster & G.Forster [Myrtaceae], <I>Mirbelia</I> Sm. [Fabaceae], <I>Pultenaea</I> Sm. [Fabaceae].
1262=	1	Nest gregariously in ground, flower visiting record: <I>Arctotheca</I> Wendl. [Asteraceae].
1262=	1	Nest gregariously in ground, flower visiting record: <I>Boronia</I> Sm. [Rutaceae], <I>Daviesia</I> Sm. [Fabaceae], <I>Dillwynia</I> Sm. [Fabaceae], <I>Hibbertia</I> Andrews [Dilleniaceae], <I>Leptospermum</I> Forster & G.Forster [Myrtaceae], <I>Leucopogon</I> R.Br. [Epacridaceae], <I>Pultenaea</I> Sm. [Fabaceae].
1262=	1	Nest gregariously in ground, flower visiting record: <I>Claoxylon</I> A. Juss. [Euphorbiaceae], <I>Leptospermum</I> Forster & G.Forster [Myrtaceae], <I>Lomatia</I> R.Br. [Proteaceae], <I>Persoonia</I> Sm. [Proteaceae].
1262=	1	Nest gregariously in ground, flower visiting record: <I>Persoonia</I> Sm. [Proteaceae].
1262=	1	Nest gregariously in ground, flower visiting record: Asteraceae, <I>Persoonia</I> Sm. [Proteaceae].
1262=	1	Nest gregariously in hard soil, flower visiting record: <I>Bignonia</I> L. [Bignoniaceae].
1262=	1	Nest gregariously in loose sand or soil, flower visiting records: <I>Acacia</I> Miller [Mimosaceae], <I>Arctotheca</I> Wendl. [Asteraceae], <I>Banksia</I> L.f. [Proteaceae], <I>Bossiaea</I> Vent. [Fabaceae], <I>Centaurium</I> Hill [Gentianaceae], <I>Daviesia</I> Sm. [Fabaceae], <I>Dianella</I> Lam. [Liliaceae], <I>Epacris</I> Cav. [Epacridaceae], <I>Eucalyptus</I> L'Hérit. [Myrtaceae], <I>Goodenia</I> Sm. [Goodeniaceae], <I>Hakea</I> Schrader [Proteaceae], <I>Helichrysum</I> Miller <I>s.lat.</I> [Asteraceae], <I>Hibbertia</I> Andrews [Dilleniaceae], <I>Kunzea</I> Reichb. [Myrtaceae], <I>Leptospermum</I> Forster & G.Forster [Myrtaceae], <I>Melaleuca</I> L. [Myrtaceae], <I>Phyllota</I> (DC.) Benth. [Fabaceae], <I>Pimelea</I> Gaertner [Thymelaeaceae], <I>Platylobium</I> Sm. [Fabaceae], <I>Prostanthera</I> Labill. [Lamiaceae], <I>Pultenaea</I> Sm. [Fabaceae], <I>Stackhousia</I> Smith [Stackhousiaceae], <I>Veronica</I> L. [Scrophulariaceae], <I>Westringia</I> Sm. [Lamiaceae].
1262=	1	Nest gregariously in mud-bricks.
1262=	1	Nest gregariously in rotten wood in trunk of tree (<I>Eucalyptus</I> L'Hérit. [Myrtaceae]), , flower visiting record: <I>Angophora</I> Cav. [Myrtaceae], <I>Bursaria</I> Cav. [Pittosporaceae], <I>Eucalyptus</I> L'Hérit. [Myrtaceae], <I>Leptospermum</I> Forster & G.Forster [Myrtaceae], <I>Tristania</I> R.Br. [Myrtaceae].
1262=	1	Nest gregariously in sand, flower visiting records: <I>Melaleuca</I> L. [Myrtaceae], <I>Leptospermum</I> Forster & G.Forster [Myrtaceae].
1262=	1	Nest gregariously in soil, flower visiting record: <I>Acacia</I> Miller [Mimosaceae], <I>Arctotheca</I> Wendl. [Asteraceae], <I>Banksia</I> L.f. [Proteaceae], <I>Boronia</I> Sm. [Rutaceae], <I>Carpobrotus</I> N.E. Br. [Aizoaceae], <I>Correa</I> Andrews [Rutaceae], <I>Epacris</I> Cav. [Epacridaceae], , <I>Eucalyptus</I> L'Hérit. [Myrtaceae], <I>Goodenia</I> Sm. [Goodeniaceae], <I>Hibbertia</I> Andrews [Dilleniaceae], <I>Hypochaeris</I> L. [Asteraceae], <I>Leucopogon</I> R.Br. [Epacridaceae], <I>Lobelia</I> L. [Campanulaceae], <I>Melaleuca</I> L. [Myrtaceae], <I>Mesembryanthemum</I> L. [Aizoaceae], <I>Olearia</I> Moench [Asteraceae], <I>Osteospermum</I> L. [Chenopodiaceae], <I>Pomaderris</I> Labill. [Rhamnaceae], <I>Salpichroa</I> Miers [Solanaceae], <I>Sprengelia</I> Sm. [Epacridaceae], <I>Tetragonia</I> L. [Aizoaceae], <I>Tetratheca</I> Sm. [Tremandraceae], <I>Veronica</I> L. [Scrophulariaceae].
1262=	1	Nest gregariously in soil, flower visiting record: <I>Eucalyptus</I> L'Hérit. [Myrtaceae], <I>Leucopogon</I> R.Br. [Epacridaceae].
1262=	1	Nest gregariously in soil, flower visiting records: <I>Acacia</I> Miller [Mimosaceae], <I>Angophora</I> Cav. [Myrtaceae], <I>Atalaya</I> Blume [Sapindaceae], <I>Bauera</I> Andrews [Cunoniaceae], <I>Borago</I> L. [Boraginaceae], <I>Brachyscome</I> Cass. [Asteraceae], <I>Bursaria</I> Cav. [Pittosporaceae], <I>Callistemon</I> R.Br. [Myrtaceae], <I>Cassia</I> L. <I>s.lat.</I> [Caesalpiniaceae], <I>Cotoneaster</I> Medikus [Rosaceae], <I>Daviesia</I> Sm. [Fabaceae], <I>Dichopogon</I> Kunth [Liliaceae],<I>Diplarrena</I> Labill. [Iridaceae], <I>Eucalyptus</I> L'Hérit. [Myrtaceae], <I>Exocarpos</I> Labill. [Santalaceae], <I>Gladiolus</I> L. [Iridaceae], <I>Hibbertia</I> Andrews [Dilleniaceae], <I>Jacksonia</I> Smith [Fabaceae], <I>Juniperus</I> L. [Cupressaceae], <I>Lagunaria</I> (DC.) Reichb. [Malvaceae], <I>Lavatera</I> L. [Malvaceae], <I>Medicago</I> L. [Fabaceae], <I>Melaleuca</I> L. [Myrtaceae], <I>Pultenaea</I> Sm. [Fabaceae], <I>Schinus</I> L. [Anacardiaceae], <I>Senecio</I> L. [Asteraceae], <I>Thomasia</I> Gay [Sterculiaceae].
1262=	1	Nest gregariously in soil, in mortar between bricks and in mud-bricks, females attracted to old nests, males found clustering, flower visiting record: tomatoes, <I>Hypochaeris</I> L. [Asteraceae], <I>Ipomoea</I> L. [Convolvulaceae], <I>Leptospermum</I> Forster & G.Forster [Myrtaceae], <I>Solanum</I> L. [Solanaceae].
1262=	1	Nest gregariously in soil, males cluster in evening.
1262=	1	Nest gregariously in soil, males cluster, flower visiting record: lucerne, <I>Acacia</I> Miller [Mimosaceae], <I>Angophora</I> Cav. [Myrtaceae], <I>Brunonia</I> R.Br. [Brunoniaceae], <I>Callistemon</I> R.Br. [Myrtaceae], <I>Carduus</I> L. [Asteraceae], <I>Cassia</I> L. <I>s.lat.</I> [Caesalpiniaceae], <I>Coreopsis</I> L. [Asteraceae], <I>Daviesia</I> Sm. [Fabaceae], ?<I>Epacris</I> Cav. [Epacridaceae], <I>Eucalyptus</I> L'Hérit. [Myrtaceae], <I>Hibbertia</I> Andrews [Dilleniaceae], <I>Hypochaeris</I> L. [Asteraceae], <I>Leptospermum</I> Forster & G.Forster [Myrtaceae], <I>Leucopogon</I> R.Br. [Epacridaceae], <I>Melaleuca</I> L. [Myrtaceae], <I>Melastoma</I> L. [Melastomataceae], <I>Oxylobium</I> Andrews [Fabaceae], <I>Plectronia</I> L. [Rubiaceae], <I>Rosa</I> L. [Rosaceae], <I>Rubus</I> L. [Rosaceae].
1262=	1	Nest gregariously in soil, some nests with more than one female, flower visiting records: <I>Acacia</I> Miller [Mimosaceae], <I>Angophora</I> Cav. [Myrtaceae], <I>Baeckea</I> L. [Myrtaceae], <I>Bursaria</I> Cav. [Pittosporaceae], <I>Callistemon</I> R.Br. [Myrtaceae], <I>Eucalyptus</I> L'Hérit. [Myrtaceae], <I>Eugenia</I> L. [Myrtaceae], <I>Jacksonia</I> Smith [Fabaceae], <I>Kunzea</I> Reichb. [Myrtaceae], <I>Leptospermum</I> Forster & G.Forster [Myrtaceae], <I>Ligustrum</I> L. [Oleaceae], <I>Melaleuca</I> L. [Myrtaceae], <I>Pultenaea</I> Sm. [Fabaceae], <I>Schinus</I> L. [Anacardiaceae], <I>Tristaniopsis</I> Brongn. & Gris [Myrtaceae].
1262=	1	Nest gregariously in soil, turret above shaft, flower visiting record: <I>Eucalyptus</I> L'Hérit. [Myrtaceae], <I>Melaleuca</I> L. [Myrtaceae], <I>Wahlenbergia</I> Roth [Campanulaceae].
1262=	1	Nest in <I>Xanthorrhoea </I>Smith [Xanthorrhoeaceae] stems.
1262=	1	Nest in a large mudwasp 'nest'.
1262=	1	Nest in abandoned beetle galleries, flower visiting record: <I>Eucalyptus</I> L'Hérit. [Myrtaceae].
1262=	1	Nest in abandoned cells of <I>Sceliphron laetum </I>(Smith) Sphecidae, cells lined with mixture of resin and plant fibres, flower visiting record: <I>Eucalyptus</I> L'Hérit. [Myrtaceae].
1262=	1	Nest in abandoned mud-nests of <I>Sceliphron </I>spp., prey larval Lepidoptera (Gelechiidae).
1262=	1	Nest in abandoned mud-nests of <I>Sceliphron laetum </I>Smith, prey larval Lepidoptera (Pyralidae).
1262=	1	Nest in abandoned mud-wasp cells, lined and closed with chewed leaf pulp or resin, or often in existing cavities such as holes in fence posts, mortar or sandstone.
1262=	1	Nest in aggregations in soil, flower visiting record: <I>Eremophila</I> R.Br. [Myoporaceae], <I>Ptilotus</I> R.Br. [Amaranthaceae].
1262=	1	Nest in aggregations in soil, flower visiting record: <I>Eucalyptus</I> L'Hérit. [Myrtaceae].
1262=	1	Nest in any suitable cavity in posts, plant-tubes, or the abandoned gallery of other bees or a longicorn beetle, flower visiting record: <I>Acacia</I> Miller [Mimosaceae], <I>Angophora</I> Cav. [Myrtaceae], <I>Atalaya</I> Blume [Sapindaceae], <I>Callistemon</I> R.Br. [Myrtaceae], <I>Calytrix</I> Lab. [Myrtaceae], <I>Eucalyptus</I> L'Hérit. [Myrtaceae], <I>Eucarya</I> T. Mitch. [Santalaceae], <I>Leptospermum</I> Forster & G.Forster [Myrtaceae], <I>Melaleuca</I> L. [Myrtaceae], <I>Schinus</I> L. [Anacardiaceae], <I>Tristania</I> R.Br. [Myrtaceae].
1262=	1	Nest in bank of creek.
1262=	1	Nest in base of termite mound, flower visiting record: <I>Angophora</I> Cav. [Myrtaceae].
1262=	1	Nest in beetle burrows in branch of <I>Eucalyptus </I>L'Hér. [Myrtaceae].
1262=	1	Nest in beetle burrows in wood, flower visiting record: <I>Angophora</I> Cav. [Myrtaceae], <I>Callistemon</I> R.Br. [Myrtaceae], <I>Eucalyptus</I> L'Hérit. [Myrtaceae], <I>Leptospermum</I> Forster & G.Forster [Myrtaceae], <I>Melaleuca</I> L. [Myrtaceae].
1262=	1	Nest in burrows in a tree stump, flower visiting record: <I>Angophora</I> Cav. [Myrtaceae], <I>Callistemon</I> R.Br. [Myrtaceae], <I>Eucalyptus</I> L'Hérit. [Myrtaceae], <I>Jacksonia</I> Smith [Fabaceae], <I>Leptospermum</I> Forster & G.Forster [Myrtaceae], <I>Melaleuca</I> L. [Myrtaceae], <I>Tristania</I> R.Br. [Myrtaceae].
1262=	1	Nest in cavities in dry stems of sedge (<I>Lepidosperma</I> Labill. [Cyperaceae]).
1262=	1	Nest in cavities in wood, including twig of dead <I>Acacia</I> Miller [Mimoidaceae], flower visiting record: primarily<I> Banksia</I> L.f. [Proteaceae], but in Eastern Australia also recorded from <I>Angophora</I> Cavanilles [Myrtaceae], <I>Callistemon</I> R.Br. [Myrtaceae], <I>Lambertia</I> Sm. [Proteaceae], <I>Leptospermum</I> Forster & G.Forster [Myrtaceae].
1262=	1	Nest in dead dry pithy stems (weed, <I>Lantana</I> L. [Verbenaceae], <I>Rubus</I> L. [Rosaceae], <I>Verbena</I> L. [Verbenaceae], <I>Xanthorrhoea</I> Sm. [Xanthorrhoeaceae]), no evidence of castes or social behaviour, each larva reared in individual, mass-provisioned cell, but several adults may be found in one nest, overwintering, or soon after emergence.
1262=	1	Nest in dead flower stalk (<I>Xanthorrhoea</I> Sm. [Xanthorrhoeaceae]), flower visiting record: <I>Banksia</I> L.f. [Proteaceae], <I>Boronia</I> Sm. [Rutaceae], <I>Daviesia</I> Sm. [Fabaceae], <I>Goodenia</I> Sm. [Goodeniaceae], <I>Jacksonia</I> Smith [Fabaceae], <I>Loranthus</I> Jacq. [Loranthaceae], <I>Melaleuca</I> L. [Myrtaceae], <I>Rubus</I> L. [Rosaceae], <I>Solanum</I> L. [Solanaceae].
1262=	1	Nest in dead stem of <I>Verbena</I> L. [Verbenaceae] and in dead reed, flower visiting record: wild parsley, <I>Callistemon</I> R.Br. [Myrtaceae], <I>Claoxylon</I> A. Juss. [Euphorbiaceae], <I>Eucalyptus</I> L'Hérit. [Myrtaceae], <I>Jacksonia</I> Smith [Fabaceae], <I>Leptospermum</I> Forster & G.Forster [Myrtaceae], <I>Melaleuca</I> L. [Myrtaceae], <I>Syncarpia</I> Ten. [Myrtaceae].
1262=	1	Nest in dead wood (doubtful record of mud nest in beetle burrow in wood).
1262=	1	Nest in dead, dry flowering stalks (<I>Xanthorrhoea</I> Sm. [Xanthorrhoeaceae]) two or more adult females may be present in one nest, not all females lay eggs, all immature stages found in the communal chamber, larvae fed progressively, flower visiting record: ?<I>Eucalyptus</I> L'Hérit. [Myrtaceae], ?<I>Melaleuca</I> L. [Myrtaceae].
1262=	1	Nest in dead, dry flowering stalks (<I>Xanthorrhoea</I> Sm. [Xanthorrhoeaceae]), two or more adult females may be present in one nest, not all females lay eggs, all immature stages found in the communal chamber, larvae fed progressively, flower visiting record: <I>Callistemon</I> R.Br. [Myrtaceae].
1262=	1	Nest in dead, dry flowering stalks (<I>Xanthorrhoea</I> Sm. [Xanthorrhoeaceae]), two or more adult females may be present in one nest, not all females lay eggs, all immature stages found in the communal chamber, larvae fed progressively.
1262=	1	Nest in dead, dry pithy stems (<I>Cakile</I> Miller [Brassicaceae], <I>Euphorbia</I> L. [Euphorbiaceae], <I>Foeniculum</I> Miller [Apiaceae], <I>Geranium</I> L. [Geraniaceae]), weakly social, each female founding and maintaining her own nest, all immature stages found in the communal chamber, larvae fed progressively, flower visiting record: pigface, <I>Cakile</I> Miller [Brassicaceae], <I>Geranium</I> L. [Geraniaceae], <I>Reichardia</I> Roth [Asteraceae], <I>Wahlenbergia</I> Roth [Campanulaceae].
1262=	1	Nest in dead, dry pithy stems (<I>Crotalaria</I> L. [Fabaceae], <I>Myriocephalus</I> Benth. [Asteraceae]), basically subsocial, each female founding and maintaining her own nest, occasionally two or more females may oviposit and rear brood together in one nest, all immature stages found in the communal chamber, larvae fed progressively, flower visiting record: <I>Calandrinia</I> Kunth [Portulacaceae], <I>Eremophila</I> R.Br. [Myoporaceae], <I>Goodenia</I> Sm. [Goodeniaceae], <I>Hakea</I> Schrader [Proteaceae], <I>Helichrysum</I> Miller <I>s.lat.</I> [Asteraceae], <I>Hibiscus</I> L. [Malvaceae], <I>Myriocephalus</I> Benth. [Asteraceae], <I>Ptilotus</I> R.Br. [Amaranthaceae], <I>Scaevola</I> L. [Goodeniaceae], <I>Wahlenbergia</I> Roth [Campanulaceae].
1262=	1	Nest in dead, dry pithy stems (<I>Hydrangea</I> L. [Hydrangeaceae], <I>Verbena</I> L. [Verbenaceae]), basically subsocial, each female founding and maintaining her own nest, all immature stages found in the communal chamber, larvae fed progressively, flower visiting record: <I>Wahlenbergia</I> Roth [Campanulaceae].
1262=	1	Nest in dead, dry pithy stems (sword grass, <I>Gahnia</I> Forster & G.Forster [Cyperaceae], <I>Juncus</I> L. [Juncaceae]), flowering stalks (<I>Xanthorrhoea</I> Sm. [Xanthorrhoeaceae]), two or more adult females may be present in one nest, not all females lay eggs, all immature stages found in the communal chamber, larvae fed progressively, flower visiting record: <I>Aotus</I> Smith [Fabaceae], <I>Arctotheca</I> Wendl. [Asteraceae], <I>Bursaria</I> Cav. [Pittosporaceae], <I>Epacris</I> Cav. [Epacridaceae], <I>Eucalyptus</I> L'Hérit. [Myrtaceae], <I>Melaleuca</I> L. [Myrtaceae].
1262=	1	Nest in dead, dry reeds, two or more adult females may be present in one nest, not all females lay eggs, all immature stages found in the communal chamber, larvae fed progressively, flower visiting record: <I>Arctotheca</I> Wendl. [Asteraceae], <I>Boronia</I> Sm. [Rutaceae], <I>Daviesia</I> Sm. [Fabaceae], <I>Helichrysum</I> Miller <I>s.lat.</I> [Asteraceae], <I>Hibbertia</I> Andrews [Dilleniaceae], <I>Jacksonia</I> Smith [Fabaceae], <I>Leptospermum</I> Forster & G.Forster [Myrtaceae], <I>Leucopogon</I> R.Br. [Epacridaceae], <I>Melaleuca</I> L. [Myrtaceae], <I>Pultenaea</I> Sm. [Fabaceae], <I>Rapistrum</I> Crantz [Brassicaceae], <I>Swainsona</I> Salisb. [Fabaceae], <I>Wahlenbergia</I> Roth [Campanulaceae].
1262=	1	Nest in dead, dry stems (<I>Callistemon</I> R.Br. [Myrtaceae], <I>Eucalyptus</I> L'Hérit. [Myrtaceae], <I>Melaleuca</I> L. [Myrtaceae], <I>Rubus</I> L. [Rosaceae], <I>Xanthorrhoea</I> Sm. [Xanthorrhoeaceae]), dead fronds (<I>Cyathea</I> Smith [Cyatheaceae], <I>Dicksonia</I> L'Hérit. [Dicksoniaceae]), semisocial, two or more adult females may be present in one nest, not all females lay eggs, all immature stages found in the communal chamber, larvae fed progressively, flower visiting record: <I>Boronia</I> Sm. [Rutaceae], <I>Daviesia</I> Sm. [Fabaceae], <I>Helichrysum</I> Miller <I>s.lat.</I> [Asteraceae], <I>Hypochaeris</I> L. [Asteraceae], <I>Jacksonia</I> Smith [Fabaceae], <I>Pultenaea</I> Sm. [Fabaceae].
1262=	1	Nest in dead, dry stems (<I>Callistemon</I> R.Br. [Myrtaceae], <I>Lantana</I> L. [Verbenaceae], <I>Rubus</I> L. [Rosaceae]), dead fronds (<I>Dicksonia</I> L'Hérit. [Dicksoniaceae]), flowering stalks (<I>Xanthorrhoea</I> Sm. [Xanthorrhoeaceae]), two or more adult females may be present in one nest, not all females lay eggs, all immature stages found in the communal chamber, larvae fed progressively, flower visiting record: aster, <I>Leucopogon</I> R.Br. [Epacridaceae], <I>Persoonia</I> Sm. [Proteaceae], <I>Prasophyllum</I> R.Br. [Orchidaceae], <I>Rubus</I> L. [Rosaceae], <I>Stylidium</I> Willd. [Stylidiaceae], <I>Swainsona</I> Salisb. [Fabaceae].
